sense_key	urdu_word
morning%1:28:00::	"Dictionary Definition: The time period between dawn and noon.
    Urdu Word: سہروپ"
morning%1:10:00::	"Definition: a greeting used to express goodwill and friendship.
    Urdu Word: سلام"
morning%1:28:01::	Dawn
morning%1:11:00::	"Definition: A state of being deeply troubled or upset.
    
    Urdu Word: غم"
behalf%1:04:00::	"Definition: as the agent of or on someone's part
    Urdu word: نمائندہ"
behalf%1:07:00::	"Dictionary Definition: To act for another; to represent someone or something.
    
    Urdu Word: نمائندہ"
push%1:04:00::	"Definition: the act of applying force in order to move something away
    Urdu Word: دُوسنا"
push%1:19:00::	"Definition: The force used in pushing.
    Urdu Word: دباؤ"
push%1:07:00::	"Dictionary Definition: enterprising or ambitious drive
    Urdu Word: کوشیش"
push%1:06:00::	Switch
push%1:04:01::	"Definition: An attempt to improve something.
    Urdu Word: بہتھ بنانا"
pressure%1:19:00::	Pressure
pressure%1:07:00::	Zor
pressure%1:04:00::	"اضطراب
    دباؤ
    پریس
    دھپ"
pressure%1:26:00::	"Dictionary Definition: Demanding attention
    Urdu Word: متنبہ"
pressure%1:09:00::	"Feel free to use transliteration if needed.
    
    Dictionary Definition: Tactile sensation"
pressure%1:26:01::	اضطراب
pressure%1:19:01::	بارانی
india%1:15:00::	پاکستان
urgency%1:26:00::	اجتناب
urgency%1:07:00::	Urgent
urgency%1:26:01::	"Dictionary Definition: An urgent situation calling for prompt action.
    Urdu Word: ضرورت"
urgency%1:10:00::	"Press Enter after submitting your answer.
    
    Dictionary Definition: insistent solicitation and entreaty
    Urdu Word: گزارش
Press Enter"
fact%1:09:01::	"Definition: A state of being or condition.
    Urdu Word: حالت"
fact%1:10:01::	Fact
fact%1:26:01::	"Event: A sudden, unexpected occurrence.
    Urdu: حادثہ"
fact%1:09:02::	"Dictionary Definition: A statement that can be demonstrated to be true or false.
    Urdu Word: ثابت"
issue%1:09:01::	"Dictionary Definition: Dispute
    Urdu Word: اختلاف"
issue%1:10:00::	"Definition: A period of time.
    Urdu Word: زمانہ"
issue%1:09:00::	"Situation: A sudden, unexpected event that causes distress.
    Urdu Word: سانحہ"
issue%1:04:01::	Dictionary Definition: Supply
issue%1:21:01::	تجهیزات
issue%1:21:00::	Dictionary Definition: Revenue
issue%1:19:00::	"Dictionary Definition: A phenomenon that follows and is caused by some previous phenomenon.
    Urdu Word: نتائج"
issue%1:18:00::	"Family
    Children
    Grandchildren
    Great-grandparents
    Siblings
    Parents
    Spouse
    Relative
    Ancestor
    Descendant
    Nephew
    Niece
    Cousin
    Uncle
    Aunt
    Brother
    Sister
    Step-parent
    Step-sibling
    Half-sibling
    Grandchild
    Grandfather
    Grandmother
    Son
    Daughter
    Hus"
issue%1:11:00::	"Definition: To appear suddenly; to materialize.
    Urdu Word: نمود"
issue%1:06:00::	Dictionary Definition: Escape
issue%1:04:00::	"Definition: The process of creating a book or other written work.
    
    Urdu Word: شائع کرنا"
minister%1:18:00::	Imam
minister%1:18:02::	وزیر
minister%1:18:01::	Definition: diplomat
minister%1:04:00::	"Definition: The job of a head of a government department.
    Urdu Word: وزیر"
plane%1:06:01::	Aereo
plane%1:25:00::	Shape
plane%1:26:00::	"Definition: The state of being fully developed or mature.
    Urdu Word: بلوغ"
plane%1:06:02::	"Definition: A power tool for smoothing or shaping wood
    Urdu Word:  سیمنٹ"
plane%1:06:00::	جتھّ
hall%1:06:03::	Corridor
hall%1:06:05::	Hall
hall%1:06:02::	Hall
hall%1:06:04::	دعاۃ خانے
hall%1:06:06::	Hall
hall%1:18:04::	Urdu word: رومی
hall%1:18:03::	پیدائش
hall%1:18:02::	آلیاس
hall%1:18:01::	
hall%1:18:00::	تخلیق
hall%1:06:07::	دار
hall%1:06:08::	جامعہ
hall%1:06:01::	Auditorium
meeting%1:14:00::	"Dictionary Definition: a formally arranged gathering, a social event.
    Urdu Word: مجلس"
meeting%1:14:01::	"Dictionary Definition: a small informal social gathering
    Urdu Word: مجلس"
meeting%1:11:00::	"Dictionary Definition: a casual or unexpected convergence, a meeting of minds or ideas.
    Urdu Word: ملاقات"
meeting%1:04:00::	اجتماع
meeting%1:04:02::	Dictionary Definition: Union
meeting%1:15:00::	Dictionary Definition: confluence
news_conference%1:10:00::	PressConference
claim%1:10:00::	"Dictionary Definition: A claim or demand for something that is owed to you.
    Urdu Word: حق"
claim%1:10:02::	"Definition: A statement of fact.
    Urdu Word: حقیقت"
claim%1:04:00::	"Definition: demand for something as rightful or due
    Urdu Word: حق"
claim%1:07:02::	"Definition: A casual or unofficial claim to something.
    
    Urdu Word: حق"
claim%1:07:01::	"Dictionary Definition: A right that is legally protected and enforceable.
    Urdu Word: حق"
claim%1:10:01::	"Definition: A request for something, typically made forcefully.
    Urdu Word: مطالبہ"
gathering%1:14:00::	"Dictionary Definition: A group of persons together in one place.
    Urdu Word:  مجمع"
gathering%1:04:00::	"Definition: The act of gathering people together.
    Urdu Word:  اجتماع"
gathering%1:04:01::	"Dictionary Definition: to collect
    
    Urdu Word: جمع کرنا"
gathering%1:06:00::	"Definition: sewing consisting of small folds or puckers made by pulling tight a thread in a line of stitching
    Urdu Word:  دھکن"
people%1:14:00::	انسانیت
people%1:14:01::	"Definition: The people who live in a country.
    Urdu Word: عوام"
people%1:14:02::	Family
people%1:14:03::	"Definition: A person who is not wealthy or affluent.
    
    Urdu word: غریب"
day%1:28:00::	Rotation
day%1:28:03::	"Dictionary Definition: A period of time.
    Urdu Word: زمانہ"
day%1:28:01::	"Day
    Holiday
    Event
    Celebration
    Occasion
    Festival
    Routine
    Deadline
    Appointment
    Meeting
    Task
    Duty
    Responsibility
    Commitment
    Tradition
    Custom
    Habit
    Schedule
    Program
    Agenda
    Function
    Purpose
    Goal
    Target
    Achievement
    Success
    Failure
    Progress
    Outcome
    Result
    Performance"
day%1:28:02::	روز
day%1:28:04::	Shiftah
day%1:28:05::	Era
day%1:28:07::	Rotation
day%1:28:06::	تھوڑی
day%1:26:00::	"Dictionary definition: a period of opportunity, a time of promise.
    Urdu word: موقع"
day%1:18:00::	Urdu word: مصداق
activist%1:18:00::	"Definition: a militant reformer
    Urdu Word: جدوجہدکرتا"
show%1:04:00::	"Show your work.
    
    Dictionary Definition: The act of publicly exhibiting or entertaining.
    
    Urdu Word: نمائش
    
    Dictionary Definition: The act of making something available for public viewing.
    
    Urdu Word: پیشکش
    
    Dictionary Definition: The act of performing for an audience.
    
    Urdu Word: تماشہ
    
    Dictionary Definition: The act of presenting something to the public."
show%1:10:03::	"Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
show%1:10:00::	اجتماعی تقریبات
show%1:04:01::	"Dictionary Definition: Deception
    Urdu Word: فریب (fareeb)"
paper%1:27:00::	Paper
paper%1:10:01::	"Essay
    
    تحریر"
paper%1:10:03::	Newspaper
paper%1:10:00::	"Definition: a medium for written communication
    Urdu Word: تحریر"
paper%1:10:02::	"Dictionary Definition: A scholarly article describing the results of observations or stating hypotheses.
    Urdu Word: تحقیق"
paper%1:14:00::	Newspaper publisher
paper%1:06:00::	"Newspaper
    
    روزنامہ"
e-mail%1:10:00::	"تلفظ
    
    
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلفظ
تلف"
challenge%1:26:00::	"Dictionary Definition: a demanding or stimulating situation
    Urdu Word: چیلنج"
challenge%1:10:00::	"Definition: a call to engage in a contest or fight
    Urdu Word: مقابلہ"
challenge%1:10:01::	"Dictionary Definition: questioning a statement and demanding an explanation
    Urdu Word: تவிடு"
challenge%1:10:02::	طعن
challenge%1:10:03::	"Dictionary Definition: A demand by a sentry for a password or identification.
    Urdu Word: جاناباز"
intensity%1:07:03::	"Definition: The process of sending or transmitting information.
    Urdu Word: منتقل"
intensity%1:07:00::	"Dictionary Definition: high level or degree; the property of being intense, produce
    Urdu Word: اعلیٰ"
intensity%1:07:02::	Sound
intensity%1:07:01::	تخت رنگ
wednesday%1:28:00::	Wednesday
big_league%1:14:00::	League
vice_president%1:18:00::	Prime Minister
policy%1:09:00::	"Strategy: Consider the core meaning of the plan of action and find the closest Urdu equivalent.
    
    Dictionary Definition: Strategy
    Urdu Word: حکمت"
policy%1:10:00::	Dictionary definition: Justification
policy%1:10:02::	"Dictionary Definition: ""A written contract or certificate of insurance""
    Urdu Word: وارانگی"
heavyweight%1:18:04::	Urdu word: بوکسر
heavyweight%1:18:02::	وزیر
heavyweight%1:18:01::	وزیر
heavyweight%1:18:03::	Large
heavyweight%1:18:00::	Dictionary Definition: Eminent
victory%1:11:00::	"Dictionary definition: a successful ending of a struggle or contest
    Urdu word: فتح"
israel%1:15:00::	Israel
israel%1:15:01::	Pharaoh
visit%1:04:02::	"Visit
---
Visit"
visit%1:14:00::	"Consult a Urdu-English dictionary if needed.
    
    Dictionary Definition: a meeting arranged by the visitor to see someone (such as a doctor or lawyer) for treatment or advice.
    
    Urdu Word: ملاقات"
visit%1:04:01::	Dictionary Definition: Inspection
visit%1:04:00::	"Dictionary Definition: Visiting a client.
    Urdu Word: ملاقات"
visit%1:04:03::	Stayman
team%1:14:00::	"Dictionary Definition: A group of people working together to achieve a common goal.
    
    Urdu Word: ٹیم"
team%1:14:01::	"Dictionary Definition: two or more draft animals that work together to pull something
    Urdu Word: اونٹ"
loss%1:21:01::	Lost
loss%1:22:00::	Diminution
loss%1:04:00::	Loss
loss%1:07:00::	Loss
loss%1:11:01::	"Dictionary Definition: the experience of losing a loved one
    Urdu Word: غم"
loss%1:21:00::	Loss
loss%1:11:00::	"Definition: military personnel lost by death or capture
    Urdu Word: شہداء"
loss%1:11:02::	"Definition: A gentle passing, a peaceful end.
    
    Urdu word: انتقال"
performance%1:10:00::	"Definition: A dramatic or musical entertainment.
    Urdu Word: ناظرانہ"
performance%1:04:01::	"Dictionary Definition: The act of creating and performing a work of art.
    Urdu Word: تخلیق"
performance%1:04:00::	Dictionary Definition: the act of performing; of doing something successfully; using knowledge as distinguished from merely possessing it, produce
performance%1:04:03::	"Definition: A state of being deeply moved or affected emotionally.
    
    Urdu Word:  احسان"
performance%1:22:00::	"Dictionary Definition: The way in which something is done.
    Urdu Word: طریقہ"
point%1:09:00::	Position
point%1:15:00::	Dictionary Definition: Place
point%1:10:01::	"Dictionary Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
point%1:09:01::	"Dictionary Definition: A small, flat, rectangular piece of material.
    Urdu Word: ٹکڑا"
point%1:26:00::	Dictionary Definition: Stage
point%1:28:00::	Time
point%1:09:02::	"Definition: A large, flat-topped table used for eating.
    Urdu Word: میز"
point%1:25:00::	"Definition: A sharp, angular shape with two sloping sides meeting at a point.
    
    Urdu word: ""چوٹی"""
point%1:25:02::	دائرہ
point%1:23:01::	"Point, score, tally, and mark are all synonyms.
    
    Dictionary definition: the unit of counting in scoring a game or contest.
    
    Urdu word:
    پوائنٹ"
point%1:17:02::	"Definition: a promontory extending out into a large body of water
    Urdu Word:  چوٹی"
point%1:10:03::	"Dictionary Definition: A distinct part that can be specified separately in a group of things that could be enumerated on a list.
    Urdu Word: حصّہ"
point%1:24:04::	Dictionary Definition: Persuasive
point%1:07:01::	"Definition: A quality or attribute that distinguishes someone or something.
    
    Urdu Word: امتیاز"
point%1:06:00::	sharp end
point%1:24:00::	"Direction
    North
    South
    East
    West
    North East
    South East
    South West
    North West
    North East
    South East
    South West
    North West
    North East
    South East
    South West
    North West
    North East
    South East
    South West
    North West
    North East
    South East
    South West
    North West
    North East"
point%1:23:00::	Pica
point%1:21:00::	
point%1:10:00::	Period
point%1:10:02::	"Definition: a V-shaped mark at one end of an arrow pointer
    Urdu Word: سرشاݨا"
point%1:10:04::	decimal point
point%1:07:00::	Dictionary definition: Pointed
point%1:07:02::	"Dictionary Definition: A distinguishing or individuating characteristic.
    Urdu Word: امتیاز"
point%1:06:02::	"Definition: The point from which a projectile is discharged.
    
    Urdu:  مخروط"
point%1:06:01::	جوسٹ
point%1:06:03::	"Definition: a contact in the distributor; as the rotor turns its projecting arm contacts them and current flows to the spark plugs
    Urdu: رابطہ"
